CRISIS ID,COUNTRY,ISO3,INFORM_Start,INFORM_End,Date_Start,Date_End,Duration_Months,N_Observations,Improvement_Rate_Raw,INFORM_Std,Consistency_Raw,Total_Funding,HRP_Original_Requirements,HRP_Revised_Requirements,Funding_Requested,Funding_Per_Month,Cost_Effectiveness_Raw,Improvement_Rate_Normalized,Consistency_Normalized,Cost_Effectiveness_Normalized,Effectiveness_Score_01,Effectiveness_Score_100,Is_Successful
LBN004,Lebanon,LBN,3.5,3.5,2020-09-01,2024-04-01,43,43,0.0,0.09058686475668092,0.9169375061408871,13499607431.01,425624500.0,425745000.0,13499607431.01,313944358.8606977,0.0,0.5,0.7283695050980754,0.4905166291544329,0.5666141773603092,56.66141773603092,True
LBN006,Lebanon,LBN,3.4,3.8,2024-05-01,2025-12-01,19,20,-0.021052631578947364,0.2468219046834761,0.8020391655325181,9077332878.76,425624500.0,425745000.0,9077332878.76,477754362.04,-0.0010534423464425302,0.3947368421052633,0.3930327672484131,0.40233582864414275,0.39574541695598414,39.57454169559841,False
LBY001,Libya,LBY,4.1,3.9,2020-09-01,2024-12-01,51,51,0.003921568627450975,0.20705213892953175,0.8284646269603939,5147102984.6,189122124.0,189122124.0,5147102984.6,100923587.93333334,0.00021278325482246857,0.5196078431372548,0.4390459988961367,0.5083281380697469,0.4931833488514178,49.31833488514178,False
LBY005,Libya,LBY,3.4,3.3,2025-01-01,2025-12-01,11,12,0.0090909090909091,0.07784989441615223,0.9277729720813102,0.0,,0.0,0.0,0.0,0.0,0.5454545454545454,0.7785448854890532,0.4905166291544329,0.6043940642048752,60.439406420487515,True
LKA001,Sri Lanka,LKA,3.3,3.0,2023-10-01,2024-04-01,6,7,0.04999999999999997,0.14638501094227988,0.872307288088181,0.0,,0.0,0.0,0.0,0.0,0.7499999999999996,0.5824200199092517,0.4905166291544329,0.6478293318036619,64.78293318036619,True
LKA002,Sri Lanka,LKA,3.4,2.9,2022-06-01,2024-06-01,24,17,0.020833333333333332,0.16605279103876786,0.8575941052455771,1082848487.0,47226143.0,149692653.0,1082848487.0,45118686.958333336,0.0011820460349960889,0.6041666666666665,0.5343050530759925,0.589462495492507,0.5802673483546325,58.026734835463245,True
LKA004,Sri Lanka,LKA,1.7,1.7,2024-07-01,2024-09-01,2,3,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.5,1.0,0.4905166291544329,0.6481033258308866,64.81033258308867,True
LKA005,Sri Lanka,LKA,1.3,1.4,2024-10-01,2024-12-01,2,3,-0.04999999999999993,0.0577350269189625,0.9454163609508738,0.0,,0.0,0.0,0.0,0.0,0.25000000000000056,0.8215008940905338,0.4905166291544329,0.46955359405804703,46.9553594058047,False
LSO002,Lesotho,LSO,2.1,2.1,2020-09-01,2022-10-01,25,26,0.0,0.20202817777573653,0.8319272530286482,3000008.0,,0.0,3000008.0,120000.32,0.0,0.6666666666666666,0.41517861318389365,0.6465356460155698,0.5871940464916153,58.71940464916153,True
LSO003,Lesotho,LSO,2.2,2.2,2022-11-01,2023-02-01,3,4,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6150849738564953,0.7563503281046324,75.63503281046324,True
LSO004,Lesotho,LSO,2.1,2.2,2024-08-01,2025-12-01,16,17,-0.0062500000000000056,0.04925921830718895,0.9530533375854817,9990981.45,,0.0,9990981.45,624436.340625,-0.00046835402067068026,0.46875,0.8560569526324974,0.4513119848714089,0.581454482764031,58.1454482764031,True
LTU002,Lithuania,LTU,1.3,1.3,2023-11-01,2025-05-01,18,19,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.5,1.0,0.4905166291544329,0.6481033258308866,64.81033258308867,True
LVA002,Latvia,LVA,1.2,1.3,2023-11-01,2025-05-01,18,19,-0.00555555555555556,0.022941573387056196,0.9775729386859364,0.0,,0.0,0.0,0.0,0.0,0.4722222222222222,0.9309083798443833,0.4905166291544329,0.6134869508953127,61.34869508953127,True
MAR001,Morocco,MAR,2.9,2.8,2023-09-01,2024-09-01,12,13,0.00833333333333334,0.11094003924504593,0.9001385895494084,0.0,,0.0,0.0,0.0,0.0,0.5416666666666667,0.6734337836243228,0.4905166291544329,0.5709667942515168,57.09667942515168,True
MAR002,Morocco,MAR,2.1,1.5,2022-07-01,2025-12-01,41,28,0.014634146341463417,0.3026120851421405,0.7676882560865236,0.0,,0.0,0.0,0.0,0.0,0.573170731707317,0.28770952740138894,0.4905166291544329,0.4710015499049618,47.10015499049618,False
MDA002,Moldova,MDA,1.4,2.1,2022-03-01,2025-12-01,45,45,-0.01555555555555556,0.3135009222998048,0.7613241704079682,0.0,,0.0,0.0,0.0,0.0,0.4222222222222223,0.26819661979167037,0.4905166291544329,0.38967342287949885,38.96734228794988,False
MDG001,Madagascar,MDG,2.7,3.0,2022-01-01,2024-10-01,33,32,-0.009090909090909085,0.12427207404359504,0.8894644126517935,5986981328.0,64518126.0,219267779.0,5986981328.0,181423676.6060606,-0.00047805762870304616,0.45454545454545464,0.6385271510557449,0.450499722171868,0.5089308170238244,50.89308170238244,False
MDG002,Madagascar,MDG,2.5,2.7,2020-12-01,2025-12-01,60,23,-0.003333333333333336,0.15348391529070532,0.8669388335146193,2094265675.0,75863438.0,166188813.0,2094265675.0,34904427.916666664,-0.00019192247125694948,0.48333333333333334,0.5920214812915613,0.47445131982971966,0.514163375020079,51.416337502007906,False
