ISO3,Year,Country,INFORM_Mean,INFORM_Change,FTS_Requirements,FTS_Funding,FTS_Percent_Funded,FTS_Funding_Gap,Score_Coverage,Score_Efficiency,Score_Outcome,Score_Gap,Effectiveness_Score,Effectiveness_Category,Is_Good_Crisis
ETH,2025.0,Ethiopia,4.241666666666666,-0.0999999999999996,395749374.0,701644827.0,177.29524620802053,-305895453.0,100.0,0.0,54.99999999999998,100.0,66.0,Highly Effective,True
FJI,2021.0,Fiji,1.4,0.0,0.0,10907206.0,0.0,-10907206.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
GHA,2025.0,Ghana,2.48,0.2000000000000001,0.0,10883210.0,0.0,-10883210.0,0.0,0.0,39.99999999999999,100.0,28.0,Critical - Underfunded,False
GMB,2022.0,Gambia,1.66,-0.0999999999999998,,,,,0.0,0.0,54.99999999999999,100.0,42.5,Needs Improvement,False
GMB,2023.0,Gambia,1.5,-0.2000000000000001,,,,,0.0,0.0,60.00000000000001,100.0,45.0,Moderately Effective,True
GRC,2020.0,Greece,1.8,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
GRC,2021.0,Greece,1.6333333333333335,-0.1999999999999999,,,,,0.0,0.0,59.99999999999999,100.0,45.0,Moderately Effective,True
GRC,2022.0,Greece,1.5416666666666667,-0.2000000000000001,,,,,0.0,0.0,60.00000000000001,100.0,45.0,Moderately Effective,True
GRC,2023.0,Greece,1.7909090909090908,0.8000000000000003,,,,,0.0,0.0,9.999999999999986,100.0,19.999999999999993,Critical - Underfunded,False
GRC,2024.0,Greece,2.15,0.1999999999999997,,,,,0.0,0.0,40.000000000000014,100.0,35.00000000000001,Needs Improvement,False
GRC,2025.0,Greece,2.2666666666666666,-0.0999999999999996,,,,,0.0,0.0,54.99999999999998,100.0,42.499999999999986,Needs Improvement,False
GTM,2020.0,Guatemala,3.4,0.0,0.0,54832741.0,0.0,-54832741.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
GTM,2021.0,Guatemala,3.466666666666667,0.2000000000000001,56291832.0,118584871.0,210.66088415811373,-62293039.0,100.0,0.0,39.99999999999999,100.0,63.0,Highly Effective,True
GTM,2022.0,Guatemala,3.5500000000000003,-0.1,153531304.0,88628750.0,57.72682683656487,64902554.0,57.72682683656487,0.0,55.0,57.726826836564875,42.749754760110676,Needs Improvement,False
GTM,2023.0,Guatemala,3.472727272727273,-0.1,126145348.0,69611275.0,55.18338654866607,56534073.0,55.18338654866607,0.0,55.0,55.18338654866607,41.35086260176634,Needs Improvement,False
GTM,2024.0,Guatemala,3.483333333333333,0.0,125401425.0,85709007.0,68.34771375205665,39692418.0,68.34771375205665,77.389725445871,50.0,68.34771375205665,66.9386739250989,Highly Effective,True
GTM,2025.0,Guatemala,3.333333333333333,-0.2000000000000001,100563396.0,37612391.0,37.40167147895443,62951005.0,37.40167147895443,47.856253794750245,60.00000000000001,37.401671478954434,44.5349827621125,Needs Improvement,False
HND,2020.0,Honduras,3.2,0.0,0.0,45783870.0,0.0,-45783870.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
HND,2021.0,Honduras,3.3666666666666667,0.5999999999999996,156228227.0,141734436.0,90.72268099157267,14493791.0,90.72268099157267,0.0,20.000000000000018,90.72268099157267,53.89747454536497,Moderately Effective,True
HND,2022.0,Honduras,3.483333333333333,-0.5,155296363.0,137424848.0,88.49199385306919,17871515.0,88.49199385306919,0.0,75.0,88.49199385306918,63.670596619188046,Highly Effective,True
HND,2023.0,Honduras,3.5,0.1,280360869.0,116415042.0,41.523284763395424,163945827.0,41.523284763395424,0.0,45.0,41.52328476339542,31.83780661986748,Needs Improvement,False
HND,2024.0,Honduras,3.4916666666666667,-0.2000000000000001,203159869.0,123954398.0,61.01322993075961,79205471.0,61.01322993075961,100.0,60.00000000000001,61.01322993075961,70.55727646191778,Highly Effective,True
HND,2025.0,Honduras,3.4,0.0,138491372.0,27263290.0,19.68591227473723,111228082.0,19.68591227473723,41.48043245713903,50.0,19.685912274737234,31.197359865390233,Needs Improvement,False
HTI,2020.0,Haiti,3.5,0.0,471993035.0,220039087.0,46.619138564195126,251953948.0,46.619138564195126,0.0,50.0,46.619138564195126,35.64052621030732,Needs Improvement,False
HTI,2021.0,Haiti,3.716666666666667,0.5999999999999996,422890167.0,231920416.0,54.841761312459184,190969751.0,54.841761312459184,0.0,20.000000000000018,54.84176131245918,34.16296872185255,Needs Improvement,False
HTI,2022.0,Haiti,4.15,0.1000000000000005,518765968.0,244494301.0,47.12998077776759,274271667.0,47.12998077776759,0.0,44.99999999999997,47.1299807777676,34.92148942777217,Needs Improvement,False
HTI,2023.0,Haiti,4.2,0.0,719857713.0,361112164.0,50.164380748949476,358745549.0,50.164380748949476,0.0,50.0,50.164380748949476,37.59040941192221,Needs Improvement,False
HTI,2024.0,Haiti,4.075,-0.2999999999999998,673767352.0,366206643.0,54.352090808935486,307560709.0,54.352090808935486,100.0,64.99999999999999,54.352090808935486,67.89364994491451,Highly Effective,True
HTI,2025.0,Haiti,4.4,0.1000000000000005,908159989.0,272295851.0,29.983246817538443,635864138.0,29.983246817538443,75.07944291121215,44.99999999999997,29.983246817538443,44.26064647744917,Needs Improvement,False
HUN,2022.0,Hungary,1.9090909090909087,0.3,,,,,0.0,0.0,35.0,100.0,32.5,Needs Improvement,False
HUN,2023.0,Hungary,1.4636363636363638,-0.1999999999999999,,,,,0.0,0.0,59.99999999999999,100.0,45.0,Moderately Effective,True
HUN,2024.0,Hungary,1.5416666666666667,-0.1,,,,,0.0,0.0,55.0,100.0,42.5,Needs Improvement,False
HUN,2025.0,Hungary,1.5,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
IDN,2020.0,Indonesia,,,0.0,44862039.0,0.0,-44862039.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
IDN,2021.0,Indonesia,2.12,0.1,0.0,40082182.0,0.0,-40082182.0,0.0,0.0,45.0,100.0,29.0,Critical - Underfunded,False
IDN,2022.0,Indonesia,2.441666666666667,0.1999999999999997,0.0,35646270.0,0.0,-35646270.0,0.0,0.0,40.000000000000014,100.0,28.000000000000004,Critical - Underfunded,False
IDN,2023.0,Indonesia,2.518181818181818,0.0,0.0,15454932.0,0.0,-15454932.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
IDN,2024.0,Indonesia,2.5,0.0,0.0,44091461.0,0.0,-44091461.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
IDN,2025.0,Indonesia,2.5090909090909093,0.1,0.0,10368442.0,0.0,-10368442.0,0.0,0.0,45.0,100.0,29.0,Critical - Underfunded,False
IND,2020.0,India,2.675,0.2999999999999998,,,,,0.0,0.0,35.00000000000001,100.0,32.5,Needs Improvement,False
IND,2021.0,India,,,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
IND,2022.0,India,,,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
IND,2023.0,India,,,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
IND,2024.0,India,2.2,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
IND,2025.0,India,2.4444444444444446,0.5,,,,,0.0,0.0,25.0,100.0,27.5,Critical - Underfunded,False
IRN,2020.0,Iran,3.4,0.0,117284681.0,102316104.0,87.23739803666261,14968577.0,87.23739803666261,0.0,50.0,87.23739803666261,57.98056892016443,Moderately Effective,True
IRN,2021.0,Iran,3.408333333333333,0.1,0.0,111748837.0,0.0,-111748837.0,0.0,0.0,45.0,100.0,29.0,Critical - Underfunded,False
IRN,2022.0,Iran,3.5583333333333336,0.1,258735082.0,32391702.0,12.519253960311419,226343380.0,12.519253960311419,0.0,45.0,12.519253960311417,15.88558967817128,Critical - Underfunded,False
IRN,2023.0,Iran,3.6454545454545455,0.1999999999999997,198981998.0,51463688.0,25.863489419781583,147518310.0,25.863489419781583,0.0,40.000000000000014,25.863489419781587,22.224919180879873,Critical - Underfunded,False
IRN,2024.0,Iran,3.75,-0.0999999999999996,252099523.0,27173870.0,10.779024758408607,224925653.0,10.779024758408607,0.0,54.99999999999998,10.77902475840861,16.92846361712473,Critical - Underfunded,False
IRN,2025.0,Iran,3.825,0.1999999999999997,263236972.0,24177762.0,9.184789589511006,239059210.0,9.184789589511006,0.0,40.000000000000014,9.184789589510999,13.051634274231056,Critical - Underfunded,False
IRQ,2020.0,Iraq,3.95,0.1,955830711.0,943094499.0,98.6675242955235,12736212.0,98.6675242955235,0.0,45.0,98.66752429552349,63.26713836253792,Highly Effective,True
IRQ,2021.0,Iraq,4.2,0.3999999999999999,832908296.0,691212176.0,82.98778861004405,141696120.0,82.98778861004405,0.0,30.000000000000004,82.98778861004405,51.643283735524236,Moderately Effective,True
IRQ,2022.0,Iraq,3.908333333333333,-0.1,651130765.0,540964393.0,83.08076074396516,110166372.0,83.08076074396516,0.0,55.0,83.08076074396516,56.69441840918084,Moderately Effective,True
IRQ,2023.0,Iraq,3.863636363636364,-0.1,211313017.0,274595701.0,129.9473666593857,-63282684.0,100.0,0.0,55.0,100.0,66.0,Highly Effective,True
IRQ,2024.0,Iraq,3.266666666666667,-0.7999999999999998,154504589.0,229190819.0,148.33916615900645,-74686230.0,100.0,0.0,90.0,100.0,73.0,Highly Effective,True
IRQ,2025.0,Iraq,3.233333333333333,0.3999999999999999,0.0,91422030.0,0.0,-91422030.0,0.0,0.0,30.000000000000004,100.0,26.0,Critical - Underfunded,False
ITA,2020.0,Italy,,,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
ITA,2021.0,Italy,1.9,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
ITA,2022.0,Italy,1.9166666666666667,0.1,,,,,0.0,0.0,45.0,100.0,37.5,Needs Improvement,False
ITA,2023.0,Italy,2.145454545454545,0.1,,,,,0.0,0.0,45.0,100.0,37.5,Needs Improvement,False
ITA,2024.0,Italy,2.15,-0.3000000000000002,,,,,0.0,0.0,65.00000000000001,100.0,47.50000000000001,Moderately Effective,True
ITA,2025.0,Italy,1.7333333333333334,0.1,,,,,0.0,0.0,45.0,100.0,37.5,Needs Improvement,False
JAM,2025.0,Jamaica,2.433333333333333,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
JOR,2020.0,Jordan,2.7,0.1999999999999997,1528267727.0,790032303.0,51.69462712864053,738235424.0,51.69462712864053,0.0,40.000000000000014,51.69462712864053,36.4320449207523,Needs Improvement,False
JOR,2021.0,Jordan,3.0083333333333333,-0.5,1600000000.0,582829393.0,36.4268370625,1017170607.0,36.4268370625,0.0,75.0,36.42683706249999,35.034760384375,Needs Improvement,False
JOR,2022.0,Jordan,2.7000000000000006,0.0,1300000000.0,606227991.0,46.632922384615384,693772009.0,46.632922384615384,0.0,50.0,46.632922384615384,35.64810731153846,Needs Improvement,False
JOR,2023.0,Jordan,2.8363636363636364,0.1999999999999997,968707455.0,364924947.0,37.671326375825195,603782508.0,37.671326375825195,0.0,40.000000000000014,37.671326375825195,28.71922950670386,Critical - Underfunded,False
JOR,2024.0,Jordan,2.8166666666666664,-0.3000000000000002,985148139.0,471244650.0,47.834902320208315,513903489.0,47.834902320208315,0.0,65.00000000000001,47.834902320208315,39.30919627611458,Needs Improvement,False
JOR,2025.0,Jordan,2.9166666666666665,0.2000000000000001,911250694.0,189951339.0,20.845124206840936,721299355.0,20.845124206840936,0.0,39.99999999999999,20.845124206840936,19.464818313762514,Critical - Underfunded,False
KEN,2020.0,Kenya,2.95,0.1,254870684.0,186534863.0,73.18804190128041,68335821.0,73.18804190128041,0.0,45.0,73.18804190128041,49.253423045704224,Moderately Effective,True
KEN,2021.0,Kenya,2.95,0.2999999999999998,180220129.0,202218041.0,112.20613486521253,-21997912.0,100.0,0.0,35.00000000000001,100.0,62.0,Highly Effective,True
KEN,2022.0,Kenya,3.5416666666666665,0.5,404853637.0,482482420.0,119.17453022658655,-77628783.0,100.0,0.0,25.0,100.0,60.0,Highly Effective,True
KEN,2023.0,Kenya,3.6454545454545455,-0.2999999999999998,559039811.0,447585695.0,80.0632953491035,111454116.0,80.0632953491035,0.0,64.99999999999999,80.0632953491035,57.03481244200692,Moderately Effective,True
KEN,2024.0,Kenya,3.5083333333333333,0.0,140683857.0,390854263.0,277.82452893653607,-250170406.0,100.0,0.0,50.0,100.0,65.0,Highly Effective,True
KEN,2025.0,Kenya,3.458333333333333,-0.1,180960873.0,178585240.0,98.6872117930156,2375633.0,98.6872117930156,0.0,55.0,98.6872117930156,65.27796648615858,Highly Effective,True
LAO,2023.0,Laos,1.5,0.0,0.0,5692894.0,0.0,-5692894.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
LAO,2024.0,Laos,1.925,0.6000000000000001,0.0,5995728.0,0.0,-5995728.0,0.0,0.0,19.999999999999996,100.0,24.0,Critical - Underfunded,False
LAO,2025.0,Laos,2.1,0.0,0.0,9480944.0,0.0,-9480944.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
LBN,2020.0,Lebanon,3.5,0.0,2989462415.0,1678009589.0,56.13081404136001,1311452826.0,56.13081404136001,0.0,50.0,56.13081404136001,40.871947722748004,Needs Improvement,False
LBN,2021.0,Lebanon,3.633333333333333,0.1,2917976724.0,1086007210.0,37.21781606644509,1831969514.0,37.21781606644509,0.0,45.0,37.21781606644509,29.469798836544797,Critical - Underfunded,False
LBN,2022.0,Lebanon,3.5500000000000003,-0.2000000000000001,3574175866.0,1342243224.0,37.55392219975334,2231932642.0,37.55392219975334,0.0,60.00000000000001,37.55392219975333,32.65465720986434,Needs Improvement,False
LBN,2023.0,Lebanon,3.5,0.1,3795494231.0,820942055.0,21.629384871537695,2974552176.0,21.629384871537695,0.0,45.0,21.629384871537695,20.896161679345735,Critical - Underfunded,False
LBN,2024.0,Lebanon,3.641666666666667,0.1,3146399036.0,1344622868.0,42.7352936679453,1801776168.0,42.7352936679453,0.0,45.0,42.73529366794531,32.50441151736992,Needs Improvement,False
LBN,2025.0,Lebanon,3.925,-0.4000000000000003,3363656991.0,632638637.0,18.808060354926955,2731018354.0,18.808060354926955,0.0,70.00000000000001,18.808060354926965,24.34443319520983,Critical - Underfunded,False
LBY,2020.0,Libya,4.15,0.1000000000000005,129846005.0,219594243.0,169.11898290594308,-89748238.0,100.0,0.0,44.99999999999997,100.0,63.99999999999999,Highly Effective,True
LBY,2021.0,Libya,3.983333333333333,-0.3000000000000002,189122124.0,201875030.0,106.74321212678429,-12752906.0,100.0,0.0,65.00000000000001,100.0,68.0,Highly Effective,True
LBY,2022.0,Libya,3.616666666666666,-0.1999999999999997,113799273.0,157050758.0,138.0068201314432,-43251485.0,100.0,0.0,59.999999999999986,100.0,67.0,Highly Effective,True
LBY,2023.0,Libya,3.718181818181818,0.0,37731860.0,129092870.0,342.1322723025051,-91361010.0,100.0,0.0,50.0,100.0,65.0,Highly Effective,True
LBY,2024.0,Libya,3.9333333333333336,0.1,82277840.0,87090099.0,105.84879112042805,-4812259.0,100.0,0.0,45.0,100.0,64.0,Highly Effective,True
LBY,2025.0,Libya,3.333333333333333,-0.1,106632000.0,30259038.0,28.377070672968713,76372962.0,28.377070672968713,0.0,55.0,28.377070672968713,26.607388870132795,Critical - Underfunded,False
LKA,2022.0,Sri Lanka,3.4,0.0,149692653.0,182394166.0,121.84577021291754,-32701513.0,100.0,0.0,50.0,100.0,65.0,Highly Effective,True
LKA,2023.0,Sri Lanka,3.372727272727273,-0.1,0.0,62900843.0,0.0,-62900843.0,0.0,0.0,55.0,100.0,31.0,Needs Improvement,False
LKA,2024.0,Sri Lanka,2.275,-1.9,0.0,19426444.0,0.0,-19426444.0,0.0,0.0,100.0,100.0,40.0,Needs Improvement,False
LKA,2025.0,Sri Lanka,2.05,0.7,0.0,17487278.0,0.0,-17487278.0,0.0,0.0,15.0,100.0,23.0,Critical - Underfunded,False
LSO,2020.0,Lesotho,2.4,0.3999999999999999,33745000.0,15637448.0,46.34004445102978,18107552.0,46.34004445102978,0.0,30.000000000000004,46.34004445102978,31.48702444806638,Needs Improvement,False
LSO,2021.0,Lesotho,2.3666666666666667,-0.2999999999999998,0.0,8007571.0,0.0,-8007571.0,0.0,0.0,64.99999999999999,100.0,33.0,Needs Improvement,False
LSO,2022.0,Lesotho,2.141666666666667,0.0,0.0,13038838.0,0.0,-13038838.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
LSO,2023.0,Lesotho,2.2,0.0,0.0,6020336.0,0.0,-6020336.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
LSO,2024.0,Lesotho,2.16,0.1,0.0,7224247.0,0.0,-7224247.0,0.0,0.0,45.0,100.0,29.0,Critical - Underfunded,False
LSO,2025.0,Lesotho,2.1666666666666665,0.0,0.0,4679877.0,0.0,-4679877.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
LTU,2023.0,Lithuania,1.3,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
LTU,2024.0,Lithuania,1.3,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
LTU,2025.0,Lithuania,1.3,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
LVA,2023.0,Latvia,1.25,0.1,,,,,0.0,0.0,45.0,100.0,37.5,Needs Improvement,False
LVA,2024.0,Latvia,1.3,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
LVA,2025.0,Latvia,1.3,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
MAR,2020.0,Morocco,,,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
MAR,2021.0,Morocco,,,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
MAR,2022.0,Morocco,2.1333333333333333,0.1,,,,,0.0,0.0,45.0,100.0,37.5,Needs Improvement,False
MAR,2023.0,Morocco,2.472727272727273,0.7999999999999998,,,,,0.0,0.0,10.000000000000007,100.0,20.000000000000004,Critical - Underfunded,False
MAR,2024.0,Morocco,2.6333333333333333,-1.6,,,,,0.0,0.0,100.0,100.0,65.0,Highly Effective,True
MAR,2025.0,Morocco,1.5833333333333333,-0.1,,,,,0.0,0.0,55.0,100.0,42.5,Needs Improvement,False
MDA,2022.0,Moldova,1.89,0.5,0.0,225956813.0,0.0,-225956813.0,0.0,0.0,25.0,100.0,25.0,Critical - Underfunded,False
MDA,2023.0,Moldova,1.818181818181818,-0.2999999999999998,426961900.0,162466187.0,38.0516825974402,264495713.0,38.0516825974402,0.0,64.99999999999999,38.0516825974402,33.92842542859211,Needs Improvement,False
MDA,2024.0,Moldova,1.6000000000000003,0.0,303055881.0,154432760.0,50.95850952979857,148623121.0,50.95850952979857,0.0,50.0,50.95850952979857,38.02718024138922,Needs Improvement,False
MDA,2025.0,Moldova,1.95,0.0,205507394.0,61357655.0,29.856665400564612,144149739.0,29.856665400564612,0.0,50.0,29.856665400564623,26.421165970310536,Critical - Underfunded,False
MDG,2020.0,Madagascar,2.55,-0.1,0.0,59866752.0,0.0,-59866752.0,0.0,0.0,55.0,100.0,31.0,Needs Improvement,False
MDG,2021.0,Madagascar,2.908333333333333,-0.2000000000000001,166188813.0,153766373.0,92.52510456284443,12422440.0,92.52510456284443,0.0,60.00000000000001,92.52510456284443,62.88880750956444,Highly Effective,True
MDG,2022.0,Madagascar,2.858333333333333,0.1999999999999997,219267779.0,211644674.0,96.52338112112679,7623105.0,96.52338112112679,0.0,40.000000000000014,96.52338112112679,61.08785961661974,Highly Effective,True
MDG,2023.0,Madagascar,2.9,0.0,215168817.0,189039460.0,87.85634583843996,26129357.0,87.85634583843996,0.0,50.0,87.85634583843996,58.32099021114198,Moderately Effective,True
MDG,2024.0,Madagascar,2.93,0.1,90059893.0,134628001.0,149.4871873765162,-44568108.0,100.0,0.0,45.0,100.0,64.0,Highly Effective,True
MDG,2025.0,Madagascar,2.68,0.1,0.0,45811482.0,0.0,-45811482.0,0.0,0.0,45.0,100.0,29.0,Critical - Underfunded,False
MEX,2020.0,Mexico,,,59659922.0,10469154.0,17.548051772511535,49190768.0,17.548051772511535,0.0,50.0,17.548051772511542,19.651428474881342,Critical - Underfunded,False
MEX,2021.0,Mexico,,,5702718.0,83635949.0,1466.598015192054,-77933231.0,100.0,0.0,50.0,100.0,65.0,Highly Effective,True
MEX,2022.0,Mexico,2.8,0.0,6154654.0,101985807.0,1657.0518342704559,-95831153.0,100.0,0.0,50.0,100.0,65.0,Highly Effective,True
MEX,2023.0,Mexico,2.8181818181818183,0.2000000000000001,16364449.0,93686894.0,572.5025877742661,-77322445.0,100.0,0.0,39.99999999999999,100.0,63.0,Highly Effective,True
MEX,2024.0,Mexico,2.9250000000000003,-0.2000000000000001,22200969.0,101478983.0,457.0925845624125,-79278014.0,100.0,0.0,60.00000000000001,100.0,67.0,Highly Effective,True
MEX,2025.0,Mexico,2.8000000000000003,-0.3000000000000002,23304526.0,19264547.0,82.6644017561224,4039979.0,82.6644017561224,0.0,65.00000000000001,82.6644017561224,58.465420965867324,Moderately Effective,True
MLI,2020.0,Mali,3.8,0.0,474292180.0,324198370.0,68.35414617209165,150093810.0,68.35414617209165,0.0,50.0,68.35414617209165,47.59478039465041,Moderately Effective,True
MLI,2021.0,Mali,4.2,0.6000000000000005,563286869.0,353437979.0,62.74564497259744,209848890.0,62.74564497259744,0.0,19.99999999999997,62.74564497259744,38.51010473492859,Needs Improvement,False
MLI,2022.0,Mali,4.241666666666666,-0.2000000000000001,685734819.0,404276171.0,58.95517622826149,281458648.0,58.95517622826149,0.0,60.00000000000001,58.95517622826149,44.42534692554382,Needs Improvement,False
MLI,2023.0,Mali,4.3,0.0,751470941.0,284415085.0,37.847782193882594,467055856.0,37.847782193882594,0.0,50.0,37.847782193882594,30.816280206635426,Needs Improvement,False
MLI,2024.0,Mali,4.291666666666667,-0.0999999999999996,701569941.0,347088323.0,49.47308924114809,354481618.0,49.47308924114809,100.0,54.99999999999998,49.473089241148095,63.210199082631455,Highly Effective,True
MLI,2025.0,Mali,4.275,0.0,771314315.0,206207665.0,26.734582904765613,565106650.0,26.734582904765613,81.74539588555417,50.0,26.734582904765617,45.140369569009636,Moderately Effective,True
MMR,2020.0,Myanmar,3.5,0.0,275300000.0,295799250.0,107.4461496549219,-20499250.0,100.0,0.0,50.0,100.0,65.0,Highly Effective,True
MMR,2021.0,Myanmar,3.8333333333333335,0.5,385617765.0,333849437.0,86.57522222815642,51768328.0,86.57522222815642,0.0,25.0,86.57522222815642,52.61637222548603,Moderately Effective,True
MMR,2022.0,Myanmar,4.383333333333334,0.0,825698032.0,424818569.0,51.44962837939766,400879463.0,51.44962837939766,0.0,50.0,51.449628379397666,38.29729560866871,Needs Improvement,False
MMR,2023.0,Myanmar,4.563636363636364,0.0999999999999996,886738899.0,461844096.0,52.08343702084507,424894803.0,52.08343702084507,0.0,45.00000000000002,52.083437020845075,37.645890361464794,Needs Improvement,False
MMR,2024.0,Myanmar,4.6,0.0,993548103.0,457855704.0,46.08289247571539,535692399.0,46.08289247571539,21.732914730409615,50.0,46.08289247571539,40.77881954424587,Needs Improvement,False
MMR,2025.0,Myanmar,4.6,0.0,1412961603.0,505977118.0,35.80968633016703,906984485.0,35.80968633016703,24.30889026710432,50.0,35.80968633016704,35.77255004836795,Needs Improvement,False
MNG,2023.0,Mongolia,2.35,-0.3999999999999999,5154000.0,3464576.0,67.22110981761739,1689424.0,67.22110981761739,0.0,70.0,67.22110981761739,50.97161039968957,Moderately Effective,True
MNG,2024.0,Mongolia,2.233333333333333,0.3999999999999999,13658011.0,9910265.0,72.5600894595853,3747746.0,72.5600894595853,0.0,30.000000000000004,72.5600894595853,45.90804920277191,Moderately Effective,True
MOZ,2020.0,Mozambique,3.25,0.0999999999999996,103559000.0,221022515.0,213.426660164737,-117463515.0,100.0,0.0,45.00000000000002,100.0,64.0,Highly Effective,True
MOZ,2021.0,Mozambique,3.5500000000000003,-0.1,254080356.0,313852422.0,123.52486707000678,-59772066.0,100.0,0.0,55.0,100.0,66.0,Highly Effective,True
MOZ,2022.0,Mozambique,3.6,0.0,436573657.0,327140324.0,74.93359224832936,109433333.0,74.93359224832936,0.0,50.0,74.93359224832935,51.213475736581145,Moderately Effective,True
MOZ,2023.0,Mozambique,3.5181818181818185,0.0,650921855.0,308136551.0,47.33848596925663,342785304.0,47.33848596925663,0.0,50.0,47.338485969256624,36.036167283091146,Needs Improvement,False
MOZ,2024.0,Mozambique,3.75,0.1999999999999997,502445224.0,246339570.0,49.028144409230165,256105654.0,49.028144409230165,100.0,40.000000000000014,49.028144409230165,59.965479425076595,Moderately Effective,True
MOZ,2025.0,Mozambique,3.658333333333333,-0.1999999999999997,682722983.0,212720455.0,31.15765256140498,470002528.0,31.15765256140498,100.0,59.999999999999986,31.157652561404987,54.13670890877274,Moderately Effective,True
MRT,2020.0,Mauritania,2.85,-0.1,0.0,78952780.0,0.0,-78952780.0,0.0,0.0,55.0,100.0,31.0,Needs Improvement,False
MRT,2021.0,Mauritania,2.85,0.1,0.0,127317413.0,0.0,-127317413.0,0.0,0.0,45.0,100.0,29.0,Critical - Underfunded,False
MRT,2022.0,Mauritania,2.775,-0.1999999999999997,0.0,71826107.0,0.0,-71826107.0,0.0,0.0,59.999999999999986,100.0,32.0,Needs Improvement,False
MRT,2023.0,Mauritania,2.645454545454545,-0.1,0.0,48475968.0,0.0,-48475968.0,0.0,0.0,55.0,100.0,31.0,Needs Improvement,False
MRT,2024.0,Mauritania,2.583333333333333,0.0,0.0,53304425.0,0.0,-53304425.0,0.0,0.0,50.0,100.0,30.0,Needs Improvement,False
MRT,2025.0,Mauritania,2.7333333333333334,0.2999999999999998,0.0,31892670.0,0.0,-31892670.0,0.0,0.0,35.00000000000001,100.0,27.0,Critical - Underfunded,False
MWI,2020.0,Malawi,2.725,0.1999999999999997,0.0,37346183.0,0.0,-37346183.0,0.0,0.0,40.000000000000014,100.0,28.000000000000004,Critical - Underfunded,False
MWI,2021.0,Malawi,2.8666666666666667,0.2000000000000001,0.0,13421938.0,0.0,-13421938.0,0.0,0.0,39.99999999999999,100.0,28.0,Critical - Underfunded,False
MWI,2022.0,Malawi,2.9250000000000003,0.2000000000000001,29450000.0,48877055.0,165.96623089983024,-19427055.0,100.0,0.0,39.99999999999999,100.0,63.0,Highly Effective,True
MWI,2023.0,Malawi,3.3545454545454545,0.1,115945732.0,74578975.0,64.32231157935162,41366757.0,64.32231157935162,0.0,45.0,64.32231157935162,44.37727136864339,Needs Improvement,False
MWI,2024.0,Malawi,3.466666666666667,0.0,79032838.0,58987934.0,74.63724635574899,20044904.0,74.63724635574899,0.0,50.0,74.63724635574899,51.050485495661945,Moderately Effective,True
MWI,2025.0,Malawi,3.375,-0.1999999999999997,57478430.0,50489190.0,87.84023850338292,6989240.0,87.84023850338292,0.0,59.999999999999986,87.84023850338292,60.3121311768606,Highly Effective,True
MYS,2021.0,Malaysia,1.72,0.0999999999999998,,,,,0.0,0.0,45.00000000000001,100.0,37.5,Needs Improvement,False
MYS,2022.0,Malaysia,2.1333333333333333,0.5999999999999999,,,,,0.0,0.0,20.000000000000007,100.0,25.000000000000004,Critical - Underfunded,False
MYS,2023.0,Malaysia,2.3181818181818183,0.0,,,,,0.0,0.0,50.0,100.0,40.0,Needs Improvement,False
MYS,2024.0,Malaysia,2.1583333333333337,-0.4999999999999998,,,,,0.0,0.0,74.99999999999999,100.0,52.49999999999999,Moderately Effective,True
MYS,2025.0,Malaysia,1.7,-0.4000000000000001,,,,,0.0,0.0,70.0,100.0,50.0,Moderately Effective,True
NAM,2020.0,Namibia,2.05,0.1,0.0,7494442.0,0.0,-7494442.0,0.0,0.0,45.0,100.0,29.0,Critical - Underfunded,False
